uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Reaproveitamento de residuos,Não possui degradação,Cristalândia,1
Rotação de cultura,Não possui degradação,Cristalândia,1
Aceiros,Não possui degradação,Cristalândia,1
Calagem,Não possui degradação,Cristalândia,1
Plantio direto,Não possui degradação,Cristalândia,1
Adubação,Não possui degradação,Cristalândia,1
Não usa,Não possui degradação,Dianópolis,1
Aceiros,Não possui degradação,Carmolândia,1
Aceiros,Degradação Média,Palmeiras do Tocantins,1
Descarte correto de embalagens,Degradação Média,Palmeiras do Tocantins,1
Plantio direto,Degradação Média,Palmeiras do Tocantins,1
Adubação,Degradação Média,Palmeiras do Tocantins,1
Reaproveitamento de residuos,Não possui degradação,Nova Olinda,1
Rotação de cultura,Não possui degradação,Nova Olinda,1
Consórcio,Não possui degradação,Nova Olinda,1
Adubação,Não possui degradação,Nova Olinda,1
Adubação verde,,Babaçulândia,1
Reaproveitamento de residuos,,Babaçulândia,1
Rotação de cultura,,Babaçulândia,1
Aceiros,,Babaçulândia,1
Consórcio,,Babaçulândia,1
Plantio direto,,Babaçulândia,1
Adubação,,Babaçulândia,1
Reaproveitamento de residuos,,Almas,1
Rotação de cultura,,Almas,1
Aceiros,,Almas,1
Adubação,,Almas,1
Aceiros,Pouco degradado,Silvanópolis,1
Calagem,Pouco degradado,Silvanópolis,1
Recuperação de pastagens,Pouco degradado,Silvanópolis,1
Aceiros,Não possui degradação,Cristalândia,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Calagem,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Rotação de cultura,,Nova Olinda,1
Aceiros,,Nova Olinda,1
Calagem,,Nova Olinda,1
Reaproveitamento de residuos,,Nova Olinda,1
Rotação de cultura,,Nova Olinda,1
Aceiros,,Nova Olinda,1
Calagem,,Nova Olinda,1
Consórcio,,Nova Olinda,1
Adubação,,Nova Olinda,1
Descarte correto de embalagens,Pouco degradado,Miracema do Tocantins,1
Adubação,Pouco degradado,Miracema do Tocantins,1
Aceiros,Pouco degradado,Filadélfia,1
Descarte correto de embalagens,Pouco degradado,Filadélfia,1
Recuperação de pastagens,Pouco degradado,Filadélfia,1
Adubação,Pouco degradado,Filadélfia,1
Reaproveitamento de residuos,Pouco degradado,Paranã,1
Rotação de cultura,Pouco degradado,Paranã,1
Aceiros,Pouco degradado,Paranã,1
Consórcio,Pouco degradado,Paranã,1
Descarte correto de embalagens,Pouco degradado,Paranã,1
Recuperação de pastagens,Pouco degradado,Paranã,1
Plantio direto,Pouco degradado,Paranã,1
Adubação,Pouco degradado,Paranã,1
Adubação verde,,Esperantina,1
Calagem,,Esperantina,1
Adubação,,Esperantina,1
Aceiros,,Monte do Carmo,1
Aceiros,Degradação Média,Muricilândia,1
Calagem,Degradação Média,Muricilândia,1
Adubação,Degradação Média,Muricilândia,1
Curva de nível,,Nova Olinda,1
Adubação verde,,Nova Olinda,1
Reaproveitamento de residuos,,Nova Olinda,1
Rotação de cultura,,Nova Olinda,1
Aceiros,,Nova Olinda,1
Calagem,,Nova Olinda,1
Consórcio,,Nova Olinda,1
Adubação,,Nova Olinda,1
Rotação de cultura,Pouco degradado,Itaguatins,1
Aceiros,Pouco degradado,Itaguatins,1
Calagem,Pouco degradado,Itaguatins,1
Consórcio,Pouco degradado,Itaguatins,1
Adubação,Pouco degradado,Itaguatins,1
Rotação de cultura,,Angico,1
Consórcio,,Angico,1
Descarte correto de embalagens,,Angico,1
Adubação,,Angico,1
Reaproveitamento de residuos,Pouco degradado,Paraíso do Tocantins,1
Rotação de cultura,Pouco degradado,Paraíso do Tocantins,1
Aceiros,Pouco degradado,Paraíso do Tocantins,1
Calagem,Pouco degradado,Paraíso do Tocantins,1
Consórcio,Pouco degradado,Paraíso do Tocantins,1
Adubação,Pouco degradado,Paraíso do Tocantins,1
Aceiros,Não possui degradação,Dianópolis,1
Curva de nível,Não possui degradação,Nova Olinda,1
Adubação verde,Não possui degradação,Nova Olinda,1
Reaproveitamento de residuos,Não possui degradação,Nova Olinda,1
Rotação de cultura,Não possui degradação,Nova Olinda,1
Aceiros,Não possui degradação,Nova Olinda,1
Calagem,Não possui degradação,Nova Olinda,1
Consórcio,Não possui degradação,Nova Olinda,1
Adubação,Não possui degradação,Nova Olinda,1
Adubação verde,Não possui degradação,Araguatins,1
Reaproveitamento de residuos,Não possui degradação,Araguatins,1
Aceiros,Não possui degradação,Araguatins,1
Descarte correto de embalagens,Não possui degradação,Araguatins,1
Rotação de cultura,,Wanderlândia,1
Aceiros,,Wanderlândia,1
Calagem,,Wanderlândia,1
Adubação,,Wanderlândia,1
Rotação de cultura,,Tocantínia,1
Aceiros,,Tocantínia,1
Adubação verde,Pouco degradado,Dianópolis,1
Calagem,Pouco degradado,Dianópolis,1
Consórcio,Pouco degradado,Dianópolis,1
Adubação,Pouco degradado,Dianópolis,1
Reaproveitamento de residuos,Degradação Média,Nova Olinda,1
Aceiros,Degradação Média,Nova Olinda,1
Calagem,Degradação Média,Nova Olinda,1
Consórcio,Degradação Média,Nova Olinda,1
Adubação,Degradação Média,Nova Olinda,1
Adubação verde,Muito degradado,Rio da Conceição,1
Rotação de cultura,Muito degradado,Rio da Conceição,1
Calagem,Muito degradado,Rio da Conceição,1
Adubação,Muito degradado,Rio da Conceição,1
Plantio direto,Muito degradado,Chapada de Areia,1
Rotação de cultura,Pouco degradado,Goiatins,1
Aceiros,Pouco degradado,Goiatins,1
Calagem,Pouco degradado,Goiatins,1
Recuperação de pastagens,Pouco degradado,Goiatins,1
Adubação verde,Não possui degradação,Esperantina,1
Reaproveitamento de residuos,Não possui degradação,Esperantina,1
Rotação de cultura,Não possui degradação,Esperantina,1
Aceiros,Não possui degradação,Esperantina,1
Consórcio,Não possui degradação,Esperantina,1
Ilpf - integração lavoura pecuária,Não possui degradação,Esperantina,1
Floresta,Não possui degradação,Esperantina,1
Ilp - integração lavoura pecuária,Não possui degradação,Esperantina,1
Recuperação de pastagens,Não possui degradação,Esperantina,1
Plantio direto,Não possui degradação,Esperantina,1
,Não possui degradação,Esperantina,1
Calagem,Não possui degradação,Axixá do Tocantins,1
Calagem,Não possui degradação,Axixá do Tocantins,1
Aceiros,Degradação Média,Fátima,1
Calagem,Degradação Média,Fátima,1
Adubação,Degradação Média,Fátima,1
Adubação verde,Pouco degradado,Couto Magalhães,1
Reaproveitamento de residuos,Pouco degradado,Couto Magalhães,1
Rotação de cultura,Pouco degradado,Couto Magalhães,1
Aceiros,Pouco degradado,Couto Magalhães,1
Calagem,Pouco degradado,Couto Magalhães,1
Descarte correto de embalagens,Pouco degradado,Couto Magalhães,1
Recuperação de pastagens,Pouco degradado,Couto Magalhães,1
Plantio direto,Pouco degradado,Couto Magalhães,1
Adubação,Pouco degradado,Couto Magalhães,1
Adubação verde,,Babaçulândia,1
Reaproveitamento de residuos,,Babaçulândia,1
Rotação de cultura,,Babaçulândia,1
Aceiros,,Babaçulândia,1
Consórcio,,Babaçulândia,1
Plantio direto,,Babaçulândia,1
Reaproveitamento de residuos,,Ananás,1
Aceiros,,Ananás,1
Consórcio,,Ananás,1
Adubação verde,Pouco degradado,Fortaleza do Tabocão,1
Reaproveitamento de residuos,Pouco degradado,Fortaleza do Tabocão,1
Aceiros,Pouco degradado,Fortaleza do Tabocão,1
Descarte correto de embalagens,Pouco degradado,Fortaleza do Tabocão,1
Adubação,Pouco degradado,Fortaleza do Tabocão,1
Aceiros,Não possui degradação,Filadélfia,1
Recuperação de pastagens,Não possui degradação,Filadélfia,1
Adubação verde,Pouco degradado,Babaçulândia,1
Rotação de cultura,Pouco degradado,Babaçulândia,1
Aceiros,Pouco degradado,Babaçulândia,1
Recuperação de pastagens,Pouco degradado,Babaçulândia,1
Plantio direto,Pouco degradado,Babaçulândia,1
Aceiros,Não possui degradação,Pium,1
Rotação de cultura,,Palmeiras do Tocantins,1
Aceiros,,Palmeiras do Tocantins,1
Calagem,,Palmeiras do Tocantins,1
Descarte correto de embalagens,,Palmeiras do Tocantins,1
Adubação,,Palmeiras do Tocantins,1
Aceiros,Pouco degradado,Rio Sono,1
Aceiros,Pouco degradado,Figueirópolis,1
Calagem,Pouco degradado,Figueirópolis,1
Plantio direto,Pouco degradado,Figueirópolis,1
Adubação,Pouco degradado,Figueirópolis,1
Adubação verde,,Palmeirópolis,1
Aceiros,,Palmeirópolis,1
Calagem,,Palmeirópolis,1
Adubação,,Palmeirópolis,1
Curva de nível,Pouco degradado,Dianópolis,1
Adubação verde,Pouco degradado,Dianópolis,1
Reaproveitamento de residuos,Pouco degradado,Dianópolis,1
Rotação de cultura,Pouco degradado,Dianópolis,1
Aceiros,Pouco degradado,Dianópolis,1
Calagem,Pouco degradado,Dianópolis,1
Consórcio,Pouco degradado,Dianópolis,1
Reaproveitamento de residuos,,Nova Olinda,1
Rotação de cultura,,Nova Olinda,1
Aceiros,,Nova Olinda,1
Consórcio,,Nova Olinda,1
Aceiros,Não possui degradação,Dianópolis,1
Adubação,Não possui degradação,Dianópolis,1
Descarte correto de embalagens,Não possui degradação,Ananás,1
Aceiros,Degradação Média,Bandeirantes do Tocantins,1
Descarte correto de embalagens,Degradação Média,Bandeirantes do Tocantins,1
Recuperação de pastagens,Degradação Média,Bandeirantes do Tocantins,1
Adubação,Degradação Média,Bandeirantes do Tocantins,1
Adubação verde,Pouco degradado,Paranã,1
Rotação de cultura,Pouco degradado,Paranã,1
Aceiros,Pouco degradado,Paranã,1
Recuperação de pastagens,Pouco degradado,Paranã,1
Rotação de cultura,Não possui degradação,Luzinópolis,1
Aceiros,Não possui degradação,Luzinópolis,1
Calagem,Não possui degradação,Luzinópolis,1
Consórcio,Não possui degradação,Luzinópolis,1
Descarte correto de embalagens,Não possui degradação,Luzinópolis,1
Recuperação de pastagens,Não possui degradação,Luzinópolis,1
Adubação,Não possui degradação,Luzinópolis,1
Aceiros,Não possui degradação,Aragominas,1
Rotação de cultura,Não possui degradação,Chapada de Areia,1
Calagem,Não possui degradação,Chapada de Areia,1
Consórcio,Não possui degradação,Chapada de Areia,1
Plantio direto,Não possui degradação,Chapada de Areia,1
Adubação,Não possui degradação,Chapada de Areia,1
Adubação verde,Pouco degradado,Gurupi,1
Reaproveitamento de residuos,Pouco degradado,Gurupi,1
Rotação de cultura,Pouco degradado,Gurupi,1
Aceiros,Pouco degradado,Gurupi,1
Adubação,Pouco degradado,Gurupi,1
Rotação de cultura,Não possui degradação,Angico,1
Aceiros,Não possui degradação,Angico,1
Consórcio,Não possui degradação,Angico,1
Aceiros,Não possui degradação,Dianópolis,1
Reaproveitamento de residuos,Não possui degradação,Bom Jesus do Tocantins,1
Rotação de cultura,Não possui degradação,Bom Jesus do Tocantins,1
Aceiros,Não possui degradação,Bom Jesus do Tocantins,1
Adubação,Não possui degradação,Bom Jesus do Tocantins,1
Plantio direto,Não possui degradação,Chapada de Areia,1
Rotação de cultura,Não possui degradação,Caseara,1
Consórcio,,Palmas,1
Adubação verde,Pouco degradado,Bom Jesus do Tocantins,1
Aceiros,Pouco degradado,Bom Jesus do Tocantins,1
Adubação,,Filadélfia,1
Reaproveitamento de residuos,Pouco degradado,Araguaçu,1
Rotação de cultura,Pouco degradado,Araguaçu,1
Calagem,Pouco degradado,Araguaçu,1
Consórcio,Pouco degradado,Araguaçu,1
Adubação verde,Não possui degradação,Araguatins,1
Reaproveitamento de residuos,Não possui degradação,Araguatins,1
Rotação de cultura,Não possui degradação,Araguatins,1
Aceiros,Não possui degradação,Araguatins,1
Calagem,Não possui degradação,Araguatins,1
Consórcio,Não possui degradação,Araguatins,1
Ilpf - integração lavoura pecuária,Não possui degradação,Araguatins,1
Floresta,Não possui degradação,Araguatins,1
Ilp - integração lavoura pecuária,Não possui degradação,Araguatins,1
Descarte correto de embalagens,Não possui degradação,Araguatins,1
Recuperação de pastagens,Não possui degradação,Araguatins,1
Plantio direto,Não possui degradação,Araguatins,1
Adubação,Não possui degradação,Araguatins,1
Reaproveitamento de residuos,Pouco degradado,Nova Olinda,1
Aceiros,Pouco degradado,Nova Olinda,1
Calagem,Pouco degradado,Nova Olinda,1
Adubação,Pouco degradado,Nova Olinda,1
Adubação verde,,Palmas,1
Plantio direto,,Palmas,1
Adubação,,Palmas,1
Não usa,,Alvorada,1
Adubação verde,Degradação Média,Nova Rosalândia,1
Reaproveitamento de residuos,Degradação Média,Nova Rosalândia,1
Rotação de cultura,Degradação Média,Nova Rosalândia,1
Calagem,Degradação Média,Nova Rosalândia,1
Adubação,Degradação Média,Nova Rosalândia,1
Adubação verde,,Pedro Afonso,1
Plantio direto,,Pedro Afonso,1
Adubação,,Pedro Afonso,1
Reaproveitamento de residuos,,Tupirama,1
Rotação de cultura,,Tupirama,1
Aceiros,,Tupirama,1
Aceiros,Pouco degradado,Tocantínia,1
Aceiros,Pouco degradado,Santa Maria do Tocantins,1
Plantio direto,Pouco degradado,Santa Maria do Tocantins,1
Adubação,Pouco degradado,Santa Maria do Tocantins,1
Reaproveitamento de residuos,,Sítio Novo do Tocantins,1
Aceiros,,Sítio Novo do Tocantins,1
Aceiros,Não possui degradação,Miranorte,1
Calagem,Não possui degradação,Miranorte,1
Adubação,Não possui degradação,Miranorte,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Calagem,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Adubação verde,Não possui degradação,Bom Jesus do Tocantins,1
Aceiros,Não possui degradação,Bom Jesus do Tocantins,1
Plantio direto,Não possui degradação,Bom Jesus do Tocantins,1
Adubação,Não possui degradação,Bom Jesus do Tocantins,1
Curva de nível,,Nova Olinda,1
Rotação de cultura,Não possui degradação,Paranã,1
Calagem,Degradação Média,Fátima,1
Recuperação de pastagens,Degradação Média,Fátima,1
Adubação,Degradação Média,Fátima,1
Adubação verde,Não possui degradação,Paranã,1
Rotação de cultura,Não possui degradação,Paranã,1
Aceiros,Pouco degradado,Divinópolis do Tocantins,1
Calagem,Pouco degradado,Divinópolis do Tocantins,1
Adubação,Pouco degradado,Divinópolis do Tocantins,1
Adubação verde,,Pedro Afonso,1
Adubação verde,,Tupirama,1
Reaproveitamento de residuos,,Tupirama,1
Rotação de cultura,,Tupirama,1
Aceiros,,Tupirama,1
Aceiros,,Fátima,1
Calagem,,Fátima,1
Adubação,,Fátima,1
Aceiros,Não possui degradação,,1
Adubação,Não possui degradação,,1
Reaproveitamento de residuos,Pouco degradado,dois Irmãos do Tocantins,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Calagem,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Reaproveitamento de residuos,,Itaguatins,1
Rotação de cultura,,Itaguatins,1
Aceiros,,Itaguatins,1
Consórcio,,Itaguatins,1
Adubação,,Itaguatins,1
Aceiros,,Palmas,1
Calagem,,Palmas,1
Adubação,,Palmas,1
Aceiros,,Nova Olinda,1
Calagem,,Nova Olinda,1
Consórcio,,Nova Olinda,1
Rotação de cultura,,Palmeirópolis,1
Calagem,,Palmeirópolis,1
Adubação,,Palmeirópolis,1
Rotação de cultura,,Nova Olinda,1
Aceiros,,Nova Olinda,1
Adubação,,Nova Olinda,1
Adubação verde,,Esperantina,1
Rotação de cultura,,Esperantina,1
Aceiros,,Esperantina,1
Adubação verde,,Caseara,1
Reaproveitamento de residuos,,Caseara,1
Rotação de cultura,,Caseara,1
Aceiros,,Caseara,1
Calagem,,Caseara,1
Adubação,,Caseara,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Calagem,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Adubação verde,,Palmas,1
Aceiros,,Palmas,1
Plantio direto,,Palmas,1
Aceiros,Não possui degradação,Miracema do Tocantins,1
Recuperação de pastagens,Não possui degradação,Miracema do Tocantins,1
Adubação,Não possui degradação,Miracema do Tocantins,1
Adubação verde,Pouco degradado,Couto Magalhães,1
Reaproveitamento de residuos,Pouco degradado,Couto Magalhães,1
Rotação de cultura,Pouco degradado,Couto Magalhães,1
Aceiros,Pouco degradado,Couto Magalhães,1
Calagem,Pouco degradado,Couto Magalhães,1
Adubação,Pouco degradado,Couto Magalhães,1
Adubação verde,Degradação Média,Dianópolis,1
Rotação de cultura,Degradação Média,Dianópolis,1
Calagem,Degradação Média,Dianópolis,1
Recuperação de pastagens,Degradação Média,Dianópolis,1
Plantio direto,Degradação Média,Dianópolis,1
Adubação,Degradação Média,Dianópolis,1
Rotação de cultura,Não possui degradação,Pium,1
Aceiros,Não possui degradação,Pium,1
Calagem,Não possui degradação,Pium,1
Adubação,Não possui degradação,Pium,1
Reaproveitamento de residuos,Pouco degradado,dois Irmãos do Tocantins,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Rotação de cultura,Não possui degradação,Paranã,1
Calagem,Não possui degradação,Paranã,1
Ilpf - integração lavoura pecuária,Não possui degradação,Paranã,1
Floresta,Não possui degradação,Paranã,1
Calagem,Degradação Média,Santa Rita do Tocantins,1
Curva de nível,Degradação Média,Nova Olinda,1
Aceiros,Degradação Média,Nova Olinda,1
Aceiros,Pouco degradado,Santa Rita do Tocantins,1
Calagem,Pouco degradado,Santa Rita do Tocantins,1
Calagem,Pouco degradado,Fátima,1
Adubação,Pouco degradado,Fátima,1
Reaproveitamento de residuos,Pouco degradado,Araguaína,1
Rotação de cultura,Pouco degradado,Araguaína,1
Aceiros,Pouco degradado,Araguaína,1
Consórcio,Pouco degradado,Araguaína,1
Adubação,Pouco degradado,Araguaína,1
Apiário,Pouco degradado,Araguaína,1
Aceiros,Degradação Média,Araguaína,1
Recuperação de pastagens,Degradação Média,Araguaína,1
Adubação,Degradação Média,Araguaína,1
Não usa,Não possui degradação,Caseara,1
Rotação de cultura,Não possui degradação,Itaguatins,1
Aceiros,Pouco degradado,Fátima,1
Calagem,Pouco degradado,Fátima,1
Reaproveitamento de residuos,Não possui degradação,Nova Olinda,1
Aceiros,Não possui degradação,Nova Olinda,1
Ilp - integração lavoura pecuária,Não possui degradação,Nova Olinda,1
Adubação verde,,Paranã,1
Rotação de cultura,,Paranã,1
Aceiros,Não possui degradação,Dianópolis,1
Calagem,Não possui degradação,Dianópolis,1
Recuperação de pastagens,Não possui degradação,Dianópolis,1
Adubação verde,,dois Irmãos do Tocantins,1
Reaproveitamento de residuos,,dois Irmãos do Tocantins,1
Rotação de cultura,,dois Irmãos do Tocantins,1
Aceiros,,dois Irmãos do Tocantins,1
Calagem,,dois Irmãos do Tocantins,1
Adubação,,dois Irmãos do Tocantins,1
Rotação de cultura,Pouco degradado,Nova Olinda,1
Aceiros,Pouco degradado,Nova Olinda,1
Adubação,Pouco degradado,Nova Olinda,1
Aceiros,,Porto Nacional,1
Aceiros,Pouco degradado,darcinópolis,1
Consórcio,Pouco degradado,darcinópolis,1
Adubação,Pouco degradado,darcinópolis,1
Reaproveitamento de residuos,Degradação Média,Nova Olinda,1
Rotação de cultura,Degradação Média,Nova Olinda,1
Aceiros,Degradação Média,Nova Olinda,1
Calagem,Degradação Média,Nova Olinda,1
Consórcio,Degradação Média,Nova Olinda,1
Recuperação de pastagens,Degradação Média,Nova Olinda,1
Adubação,Degradação Média,Nova Olinda,1
Aceiros,Pouco degradado,Santa Rita do Tocantins,1
Calagem,Pouco degradado,Santa Rita do Tocantins,1
Adubação,Pouco degradado,Santa Rita do Tocantins,1
Rotação de cultura,Pouco degradado,Novo Acordo,1
Aceiros,Pouco degradado,Novo Acordo,1
Consórcio,Pouco degradado,Novo Acordo,1
Adubação,Pouco degradado,Novo Acordo,1
Adubação verde,,Pedro Afonso,1
Aceiros,,Pedro Afonso,1
Reaproveitamento de residuos,Pouco degradado,Divinópolis do Tocantins,1
Aceiros,Pouco degradado,Divinópolis do Tocantins,1
Calagem,Pouco degradado,Divinópolis do Tocantins,1
Adubação,Pouco degradado,Divinópolis do Tocantins,1
Adubação verde,Pouco degradado,Miracema do Tocantins,1
Calagem,Pouco degradado,Miracema do Tocantins,1
Aceiros,Não possui degradação,Pedro Afonso,1
Plantio direto,Não possui degradação,Pedro Afonso,1
Adubação,Não possui degradação,Pedro Afonso,1
Curva de nível,,Nova Olinda,1
Rotação de cultura,,Nova Olinda,1
Aceiros,,Nova Olinda,1
Consórcio,,Nova Olinda,1
Adubação,,Nova Olinda,1
Rotação de cultura,,Paranã,1
Reaproveitamento de residuos,,Luzinópolis,1
Rotação de cultura,,Luzinópolis,1
Aceiros,,Luzinópolis,1
Plantio direto,,Miracema do Tocantins,1
Adubação,,Miracema do Tocantins,1
Aceiros,,Dianópolis,1
Rotação de cultura,,Xambioá,1
Plantio direto,,Xambioá,1
Adubação,,Xambioá,1
Não usa,,Paraíso do Tocantins,1
Adubação verde,,Couto Magalhães,1
Reaproveitamento de residuos,,Couto Magalhães,1
Plantio direto,,Couto Magalhães,1
Adubação,,Couto Magalhães,1
Aceiros,Pouco degradado,Nova Olinda,1
Curva de nível,,Palmas,1
Adubação verde,,Palmas,1
Reaproveitamento de residuos,,Palmas,1
Consórcio,,Palmas,1
Recuperação de pastagens,,Palmas,1
Adubação verde,Pouco degradado,Araguaína,1
Aceiros,Pouco degradado,Araguaína,1
Consórcio,Pouco degradado,Araguaína,1
Reaproveitamento de residuos,Pouco degradado,Araguaína,1
Aceiros,Pouco degradado,Araguaína,1
Adubação,Pouco degradado,Araguaína,1
Reaproveitamento de residuos,Degradação Média,Dianópolis,1
Rotação de cultura,Degradação Média,Dianópolis,1
Aceiros,Degradação Média,Dianópolis,1
Calagem,Degradação Média,Dianópolis,1
Adubação,Degradação Média,Dianópolis,1
Aceiros,Degradação Média,Cariri do Tocantins,1
Calagem,Degradação Média,Cariri do Tocantins,1
Adubação,Degradação Média,Cariri do Tocantins,1
Adubação,Degradação Média,Aragominas,1
Aceiros,Pouco degradado,Divinópolis do Tocantins,1
Recuperação de pastagens,Pouco degradado,Divinópolis do Tocantins,1
Não usa,Não possui degradação,Divinópolis do Tocantins,1
Não usa,,Dianópolis,1
Aceiros,Não possui degradação,Palmeiras do Tocantins,1
Recuperação de pastagens,Não possui degradação,Palmeiras do Tocantins,1
Calagem,Pouco degradado,Miracema do Tocantins,1
