uso_de_praticas_sustentaveis_,area_da_propriedade__hectares__,regional_,count
Adubação,Até 1 ha,Porto,1
Aceiros,10 - 20 ha,Araguatins,1
Descarte correto de embalagens,10 - 20 ha,Araguatins,1
Adubação,10 - 20 ha,Araguatins,1
Não usa,20 - 50 ha,Miracema,1
Reaproveitamento de residuos,5 - 10 ha,Miracema,1
Aceiros,5 - 10 ha,Miracema,1
Aceiros,50 - 100 ha,Paraiso,1
Recuperação de pastagens,50 - 100 ha,Paraiso,1
Plantio direto,50 - 100 ha,Paraiso,1
Aceiros,50 - 100 ha,Porto,1
Calagem,50 - 100 ha,Porto,1
Descarte correto de embalagens,50 - 100 ha,Porto,1
Recuperação de pastagens,50 - 100 ha,Porto,1
Adubação,50 - 100 ha,Porto,1
Aceiros,20 - 50 ha,Araguaina,1
Calagem,20 - 50 ha,Araguaina,1
Curva de nível,20 - 50 ha,Porto,1
Adubação verde,20 - 50 ha,Porto,1
Plantio direto,20 - 50 ha,Porto,1
Adubação,20 - 50 ha,Porto,1
