uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Plantio convencional,Pouco degradado,Guaraí,1
Pastagem nativa,Pouco degradado,Guaraí,1
Uso de agrotóxicos,Pouco degradado,Guaraí,1
Roça de toco,Pouco degradado,Araguaína,1
Plantio convencional,Pouco degradado,Araguaína,1
Aração,Pouco degradado,Araguaína,1
Gradagem,Pouco degradado,Araguaína,1
Queimadas,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Plantio convencional,Não possui degradação,Ponte Alta do Bom Jesus,1
Aração,Não possui degradação,Ponte Alta do Bom Jesus,1
Gradagem,Não possui degradação,Ponte Alta do Bom Jesus,1
Plantio convencional,Degradação Média,Ponte Alta do Bom Jesus,1
Aração,Degradação Média,Ponte Alta do Bom Jesus,1
Gradagem,Degradação Média,Ponte Alta do Bom Jesus,1
Plantio convencional,,Monte do Carmo,1
Aração,,Monte do Carmo,1
Gradagem,,Monte do Carmo,1
Pastagem nativa,,Monte do Carmo,1
Uso de agrotóxicos,,Monte do Carmo,1
Plantio convencional,,Nova Rosalândia,1
Roça de toco,,Caseara,1
Plantio convencional,,Caseara,1
Plantio convencional,Degradação Média,Santa Rita do Tocantins,1
Aração,Degradação Média,Santa Rita do Tocantins,1
Gradagem,Degradação Média,Santa Rita do Tocantins,1
Monocultura,Degradação Média,Santa Rita do Tocantins,1
Uso de agrotóxicos,Degradação Média,Santa Rita do Tocantins,1
Plantio convencional,,Paraíso do Tocantins,1
Aração,,Paraíso do Tocantins,1
Gradagem,,Paraíso do Tocantins,1
Uso de agrotóxicos,,Paraíso do Tocantins,1
Roça de toco,Não possui degradação,Divinópolis do Tocantins,1
Plantio convencional,Não possui degradação,Divinópolis do Tocantins,1
Pastagem nativa,Não possui degradação,Divinópolis do Tocantins,1
Plantio convencional,,Dianópolis,1
Roça de toco,,Babaçulândia,1
Plantio convencional,,Babaçulândia,1
Plantio convencional,,Palmeiras do Tocantins,1
Aração,,Palmeiras do Tocantins,1
Gradagem,,Palmeiras do Tocantins,1
Uso de agrotóxicos,,Palmeiras do Tocantins,1
Plantio convencional,,Pugmil,1
Plantio convencional,,Bom Jesus do Tocantins,1
Aração,,Bom Jesus do Tocantins,1
Gradagem,,Bom Jesus do Tocantins,1
Plantio convencional,,Palmas,1
Aração,,Palmas,1
Gradagem,,Palmas,1
Uso de agrotóxicos,,Palmas,1
Roça de toco,Pouco degradado,Araguanã,1
Plantio convencional,Pouco degradado,Araguanã,1
Aração,Pouco degradado,Araguanã,1
Gradagem,Pouco degradado,Araguanã,1
Plantio convencional,Pouco degradado,Barrolândia,1
Aração,Pouco degradado,Barrolândia,1
Gradagem,Pouco degradado,Barrolândia,1
Pastagem nativa,Pouco degradado,Barrolândia,1
Uso de agrotóxicos,Pouco degradado,Barrolândia,1
Aração,Pouco degradado,Aurora do Tocantins,1
Gradagem,Pouco degradado,Aurora do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Aurora do Tocantins,1
Plantio convencional,,Paraíso do Tocantins,1
Aração,,Paraíso do Tocantins,1
Gradagem,,Paraíso do Tocantins,1
Plantio convencional,Não possui degradação,Monte Santo do Tocantins,1
Não usa,Não possui degradação,Filadélfia,1
Roça de toco,Pouco degradado,Ananás,1
Aração,Pouco degradado,Ananás,1
Gradagem,Pouco degradado,Ananás,1
Queimadas,Pouco degradado,Ananás,1
Não usa,Pouco degradado,Ananás,1
Plantio convencional,Pouco degradado,Silvanópolis,1
Aração,Pouco degradado,Silvanópolis,1
Gradagem,Pouco degradado,Silvanópolis,1
Uso de agrotóxicos,Pouco degradado,Silvanópolis,1
Plantio convencional,Muito degradado,Araguatins,1
Aração,Muito degradado,Araguatins,1
Gradagem,Muito degradado,Araguatins,1
Uso de agrotóxicos,Muito degradado,Araguatins,1
Aração,Degradação Média,Cristalândia,1
Gradagem,Degradação Média,Cristalândia,1
Uso de agrotóxicos,Degradação Média,Cristalândia,1
Plantio convencional,Pouco degradado,Santa Rita do Tocantins,1
Aração,Pouco degradado,Santa Rita do Tocantins,1
Gradagem,Pouco degradado,Santa Rita do Tocantins,1
Monocultura,Pouco degradado,Santa Rita do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Santa Rita do Tocantins,1
Roça de toco,,Esperantina,1
Queimadas,,Esperantina,1
Pastagem nativa,,Esperantina,1
Não usa,,Esperantina,1
Aração,Não possui degradação,Rio dos Bois,1
Gradagem,Não possui degradação,Rio dos Bois,1
Pastagem nativa,Não possui degradação,Rio dos Bois,1
Uso de agrotóxicos,Não possui degradação,Rio dos Bois,1
Plantio convencional,Pouco degradado,Barrolândia,1
Aração,Pouco degradado,Barrolândia,1
Gradagem,Pouco degradado,Barrolândia,1
Pastagem nativa,Pouco degradado,Tocantínia,1
Roça de toco,,Rio Sono,1
Plantio convencional,,Rio Sono,1
Aração,Não possui degradação,São Salvador do Tocantins,1
Gradagem,Não possui degradação,São Salvador do Tocantins,1
Uso de agrotóxicos,Não possui degradação,São Salvador do Tocantins,1
Plantio convencional,,Marianópolis do Tocantins,1
Uso de agrotóxicos,,Marianópolis do Tocantins,1
Não usa,,Lagoa da Confusão,1
Aração,Degradação Média,Nova Rosalândia,1
Gradagem,Degradação Média,Nova Rosalândia,1
Monocultura,Degradação Média,Nova Rosalândia,1
Plantio convencional,Degradação Média,Silvanópolis,1
Aração,Degradação Média,Silvanópolis,1
Gradagem,Degradação Média,Silvanópolis,1
Pastagem nativa,Degradação Média,Silvanópolis,1
Monocultura,Degradação Média,Silvanópolis,1
Roça de toco,Degradação Média,Pium,1
Aração,Degradação Média,Pium,1
Gradagem,Degradação Média,Pium,1
Pastagem nativa,Degradação Média,Pium,1
Uso de agrotóxicos,Degradação Média,Pium,1
Aração,Não possui degradação,Rio dos Bois,1
Gradagem,Não possui degradação,Rio dos Bois,1
Uso de agrotóxicos,Não possui degradação,Rio dos Bois,1
Roça de toco,Degradação Média,Babaçulândia,1
Plantio convencional,Degradação Média,Babaçulândia,1
Pastagem nativa,Degradação Média,Babaçulândia,1
Plantio convencional,Pouco degradado,Goiatins,1
Queimadas,Pouco degradado,Goiatins,1
Pastagem nativa,Pouco degradado,Goiatins,1
Não usa,Não possui degradação,Caseara,1
Plantio convencional,,Aguiarnópolis,1
Aração,,Aguiarnópolis,1
Gradagem,,Aguiarnópolis,1
Uso de agrotóxicos,,Aguiarnópolis,1
Plantio convencional,Não possui degradação,dois Irmãos do Tocantins,1
Aração,Não possui degradação,dois Irmãos do Tocantins,1
Gradagem,Não possui degradação,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Não possui degradação,dois Irmãos do Tocantins,1
Aração,Degradação Média,Silvanópolis,1
Gradagem,Degradação Média,Silvanópolis,1
Aração,Pouco degradado,Cachoeirinha,1
Gradagem,Pouco degradado,Cachoeirinha,1
Plantio convencional,,Aragominas,1
Aração,,Aragominas,1
Gradagem,,Aragominas,1
Queimadas,,Aragominas,1
Aração,,Tupirama,1
Gradagem,,Tupirama,1
Roça de toco,,Araguaína,1
Plantio convencional,,Araguaína,1
Queimadas,,Araguaína,1
Pastagem nativa,,Araguaína,1
Plantio convencional,,Silvanópolis,1
Aração,,Silvanópolis,1
Gradagem,,Silvanópolis,1
Queimadas,,Silvanópolis,1
Pastagem nativa,,Silvanópolis,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Pastagem nativa,,Nova Olinda,1
Monocultura,,Nova Olinda,1
Uso de agrotóxicos,,Nova Olinda,1
Plantio convencional,Não possui degradação,Miranorte,1
Uso de agrotóxicos,Não possui degradação,Miranorte,1
Roça de toco,Não possui degradação,Palmas,1
Plantio convencional,Não possui degradação,Palmas,1
Roça de toco,Pouco degradado,Ananás,1
Aração,Pouco degradado,Ananás,1
Gradagem,Pouco degradado,Ananás,1
Queimadas,Pouco degradado,Ananás,1
Roça de toco,,Barrolândia,1
Aração,,Barrolândia,1
Gradagem,,Barrolândia,1
Pastagem nativa,,Barrolândia,1
Plantio convencional,Pouco degradado,Santa Rita do Tocantins,1
Aração,Pouco degradado,Santa Rita do Tocantins,1
Gradagem,Pouco degradado,Santa Rita do Tocantins,1
Monocultura,Pouco degradado,Santa Rita do Tocantins,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Caseara,1
Aração,Não possui degradação,Caseara,1
Gradagem,Não possui degradação,Caseara,1
Pastagem nativa,Não possui degradação,Caseara,1
Aração,Não possui degradação,Pium,1
Gradagem,Não possui degradação,Pium,1
Pastagem nativa,Não possui degradação,Pium,1
Uso de agrotóxicos,Não possui degradação,Pium,1
Roça de toco,Pouco degradado,Muricilândia,1
Aração,Pouco degradado,Muricilândia,1
Gradagem,Pouco degradado,Muricilândia,1
Queimadas,Pouco degradado,Muricilândia,1
Uso de agrotóxicos,Pouco degradado,Muricilândia,1
Plantio convencional,Pouco degradado,Abreulândia,1
Aração,Pouco degradado,Abreulândia,1
Gradagem,Pouco degradado,Abreulândia,1
Aração,,Dianópolis,1
Gradagem,,Dianópolis,1
Aração,Não possui degradação,Monte Santo do Tocantins,1
Gradagem,Não possui degradação,Monte Santo do Tocantins,1
Roça de toco,Degradação Média,Xambioá,1
Plantio convencional,Degradação Média,Xambioá,1
Aração,Degradação Média,Xambioá,1
Gradagem,Degradação Média,Xambioá,1
Queimadas,Degradação Média,Xambioá,1
Uso de agrotóxicos,Degradação Média,Xambioá,1
Aração,Não possui degradação,Miranorte,1
Gradagem,Não possui degradação,Miranorte,1
Não usa,Não possui degradação,Miranorte,1
Aração,,Divinópolis do Tocantins,1
Gradagem,,Divinópolis do Tocantins,1
Plantio convencional,Pouco degradado,Araguaína,1
Aração,Pouco degradado,Araguaína,1
Gradagem,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Plantio convencional,Degradação Média,Jaú do Tocantins,1
Aração,Degradação Média,Jaú do Tocantins,1
Gradagem,Degradação Média,Jaú do Tocantins,1
Pastagem nativa,Degradação Média,Jaú do Tocantins,1
Uso de agrotóxicos,Degradação Média,Jaú do Tocantins,1
Aração,Não possui degradação,Pium,1
Gradagem,Não possui degradação,Pium,1
Pastagem nativa,Não possui degradação,Pium,1
Não usa,,Paraíso do Tocantins,1
Plantio convencional,Não possui degradação,Pugmil,1
Aração,Não possui degradação,Pugmil,1
Gradagem,Não possui degradação,Pugmil,1
Uso de agrotóxicos,Não possui degradação,Pugmil,1
Aração,,Pium,1
Gradagem,,Pium,1
Plantio convencional,Não possui degradação,Nova Olinda,1
Aração,Não possui degradação,Nova Olinda,1
Gradagem,Não possui degradação,Nova Olinda,1
Pastagem nativa,Não possui degradação,Nova Olinda,1
Monocultura,Não possui degradação,Nova Olinda,1
Uso de agrotóxicos,Não possui degradação,Nova Olinda,1
Pastagem nativa,Não possui degradação,Dianópolis,1
Plantio convencional,Degradação Média,Palmeiras do Tocantins,1
Uso de agrotóxicos,Degradação Média,Palmeiras do Tocantins,1
Plantio convencional,Degradação Média,Monte do Carmo,1
Aração,Degradação Média,Monte do Carmo,1
Gradagem,Degradação Média,Monte do Carmo,1
Pastagem nativa,Degradação Média,Monte do Carmo,1
Uso de agrotóxicos,Degradação Média,Monte do Carmo,1
Roça de toco,,Monte do Carmo,1
Plantio convencional,,Monte do Carmo,1
Monocultura,,Monte do Carmo,1
Roça de toco,,Xambioá,1
Plantio convencional,,Xambioá,1
Queimadas,,Xambioá,1
Monocultura,,Xambioá,1
Plantio convencional,Degradação Média,Gurupi,1
Plantio convencional,,Peixe,1
Aração,,Peixe,1
Gradagem,,Peixe,1
Plantio convencional,Não possui degradação,Dueré,1
Aração,,Sítio Novo do Tocantins,1
Gradagem,,Sítio Novo do Tocantins,1
Uso de agrotóxicos,,Sítio Novo do Tocantins,1
Plantio convencional,,Bandeirantes do Tocantins,1
Aração,,Bandeirantes do Tocantins,1
Gradagem,,Bandeirantes do Tocantins,1
Uso de agrotóxicos,,Bandeirantes do Tocantins,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Monocultura,,Nova Olinda,1
Uso de agrotóxicos,,Nova Olinda,1
Plantio convencional,Degradação Média,Dianópolis,1
Aração,Degradação Média,Dianópolis,1
Gradagem,Degradação Média,Dianópolis,1
Pastagem nativa,Degradação Média,Dianópolis,1
Plantio convencional,Pouco degradado,Itaguatins,1
Aração,Pouco degradado,Itaguatins,1
Gradagem,Pouco degradado,Itaguatins,1
Uso de agrotóxicos,Pouco degradado,Itaguatins,1
Plantio convencional,Degradação Média,Cariri do Tocantins,1
Aração,Degradação Média,Cariri do Tocantins,1
Gradagem,Degradação Média,Cariri do Tocantins,1
Uso de agrotóxicos,Degradação Média,Cariri do Tocantins,1
Monocultura,Pouco degradado,Paraíso do Tocantins,1
Roça de toco,Degradação Média,Porto Alegre do Tocantins,1
Aração,Degradação Média,Porto Alegre do Tocantins,1
Gradagem,Degradação Média,Porto Alegre do Tocantins,1
Uso de agrotóxicos,Degradação Média,Porto Alegre do Tocantins,1
Aração,Pouco degradado,Pium,1
Gradagem,Pouco degradado,Pium,1
Pastagem nativa,Pouco degradado,Pium,1
Uso de agrotóxicos,Pouco degradado,Pium,1
Plantio convencional,Pouco degradado,Santa Fé do Araguaia,1
Aração,Pouco degradado,Santa Fé do Araguaia,1
Gradagem,Pouco degradado,Santa Fé do Araguaia,1
Queimadas,Pouco degradado,Santa Fé do Araguaia,1
Uso de agrotóxicos,Pouco degradado,Santa Fé do Araguaia,1
Aração,Pouco degradado,Pium,1
Gradagem,Pouco degradado,Pium,1
Roça de toco,Não possui degradação,Nova Olinda,1
Aração,Não possui degradação,Nova Olinda,1
Gradagem,Não possui degradação,Nova Olinda,1
Pastagem nativa,Não possui degradação,Nova Olinda,1
Uso de agrotóxicos,Não possui degradação,Nova Olinda,1
Roça de toco,Não possui degradação,Araguatins,1
Não usa,Não possui degradação,Araguatins,1
Aração,Não possui degradação,,1
Gradagem,Não possui degradação,,1
Uso de agrotóxicos,Não possui degradação,,1
Plantio convencional,Pouco degradado,Dianópolis,1
Aração,Pouco degradado,Dianópolis,1
Gradagem,Pouco degradado,Dianópolis,1
Pastagem nativa,Pouco degradado,Dianópolis,1
Uso de agrotóxicos,Pouco degradado,Dianópolis,1
Controle biológico de pragas e doenças.,Pouco degradado,Dianópolis,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Plantio convencional,Muito degradado,Rio da Conceição,1
Aração,Muito degradado,Rio da Conceição,1
Gradagem,Muito degradado,Rio da Conceição,1
Uso de agrotóxicos,Muito degradado,Rio da Conceição,1
Plantio convencional,Não possui degradação,Almas,1
Queimadas,Degradação Média,Bandeirantes do Tocantins,1
Pastagem nativa,Degradação Média,Bandeirantes do Tocantins,1
Uso de agrotóxicos,Degradação Média,Bandeirantes do Tocantins,1
Roça de toco,Muito degradado,Chapada de Areia,1
Plantio convencional,Muito degradado,Chapada de Areia,1
Roça de toco,Não possui degradação,Esperantina,1
Queimadas,Não possui degradação,Esperantina,1
Pastagem nativa,Não possui degradação,Esperantina,1
Monocultura,Não possui degradação,Esperantina,1
Não usa,Não possui degradação,Esperantina,1
Queimadas,,Esperantina,1
Uso de agrotóxicos,,Esperantina,1
Roça de toco,Pouco degradado,Goiatins,1
Plantio convencional,Pouco degradado,Goiatins,1
Aração,Pouco degradado,Goiatins,1
Gradagem,Pouco degradado,Goiatins,1
Queimadas,Pouco degradado,Goiatins,1
Pastagem nativa,Pouco degradado,Goiatins,1
Uso de agrotóxicos,Não possui degradação,Axixá do Tocantins,1
Plantio convencional,Não possui degradação,Luzinópolis,1
Pastagem nativa,Não possui degradação,Luzinópolis,1
Monocultura,Não possui degradação,Luzinópolis,1
Uso de agrotóxicos,Não possui degradação,Luzinópolis,1
Plantio convencional,Não possui degradação,Almas,1
Aração,Não possui degradação,Almas,1
Gradagem,Não possui degradação,Almas,1
Pastagem nativa,Não possui degradação,Almas,1
Uso de agrotóxicos,Não possui degradação,Almas,1
Roça de toco,Não possui degradação,Paranã,1
Aração,Não possui degradação,Paranã,1
Gradagem,Não possui degradação,Paranã,1
Pastagem nativa,Não possui degradação,Paranã,1
Roça de toco,,Almas,1
Plantio convencional,,Almas,1
Queimadas,,Almas,1
Plantio convencional,Pouco degradado,Piraquê,1
Pastagem nativa,Pouco degradado,Piraquê,1
Plantio convencional,Pouco degradado,Fortaleza do Tabocão,1
Aração,Pouco degradado,Fortaleza do Tabocão,1
Gradagem,Pouco degradado,Fortaleza do Tabocão,1
Uso de agrotóxicos,Pouco degradado,Fortaleza do Tabocão,1
Plantio convencional,,Miracema do Tocantins,1
Aração,,Miracema do Tocantins,1
Gradagem,,Miracema do Tocantins,1
Plantio convencional,Não possui degradação,Rio dos Bois,1
Aração,Não possui degradação,Rio dos Bois,1
Gradagem,Não possui degradação,Rio dos Bois,1
Uso de agrotóxicos,Não possui degradação,Rio dos Bois,1
Roça de toco,Degradação Média,Piraquê,1
Aração,Degradação Média,Piraquê,1
Gradagem,Degradação Média,Piraquê,1
Uso de agrotóxicos,Degradação Média,Piraquê,1
Roça de toco,Não possui degradação,Rio Sono,1
Plantio convencional,Não possui degradação,Rio Sono,1
Aração,Não possui degradação,Rio Sono,1
Gradagem,Não possui degradação,Rio Sono,1
Pastagem nativa,Não possui degradação,Rio Sono,1
Roça de toco,,Almas,1
Aração,,Almas,1
Gradagem,,Almas,1
Roça de toco,Não possui degradação,Dianópolis,1
Roça de toco,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Plantio convencional,Pouco degradado,Guaraí,1
Aração,Pouco degradado,Guaraí,1
Gradagem,Pouco degradado,Guaraí,1
Uso de agrotóxicos,Pouco degradado,Guaraí,1
Plantio convencional,Pouco degradado,Guaraí,1
Aração,Pouco degradado,Guaraí,1
Gradagem,Pouco degradado,Guaraí,1
Queimadas,Pouco degradado,Guaraí,1
Uso de agrotóxicos,Pouco degradado,Guaraí,1
Plantio convencional,Pouco degradado,Dianópolis,1
Aração,Pouco degradado,Dianópolis,1
Gradagem,Pouco degradado,Dianópolis,1
,Pouco degradado,Dianópolis,1
Plantio convencional,Pouco degradado,Fátima,1
Aração,Pouco degradado,Fátima,1
Gradagem,Pouco degradado,Fátima,1
Pastagem nativa,Pouco degradado,Fátima,1
Monocultura,Pouco degradado,Fátima,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Roça de toco,Pouco degradado,Novo Acordo,1
Plantio convencional,Pouco degradado,Novo Acordo,1
Aração,Pouco degradado,Novo Acordo,1
Gradagem,Pouco degradado,Novo Acordo,1
Pastagem nativa,Pouco degradado,Novo Acordo,1
Plantio convencional,Não possui degradação,Almas,1
Aração,Não possui degradação,Almas,1
Gradagem,Não possui degradação,Almas,1
Pastagem nativa,Não possui degradação,Almas,1
Roça de toco,Pouco degradado,Pium,1
Aração,Pouco degradado,Pium,1
Gradagem,Pouco degradado,Pium,1
Pastagem nativa,Pouco degradado,Divinópolis do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Divinópolis do Tocantins,1
Roça de toco,Não possui degradação,Nova Olinda,1
Pastagem nativa,Não possui degradação,Nova Olinda,1
Roça de toco,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Bom Jesus do Tocantins,1
Aração,Não possui degradação,Bom Jesus do Tocantins,1
Gradagem,Não possui degradação,Bom Jesus do Tocantins,1
Aração,Não possui degradação,Chapada de Areia,1
Gradagem,Não possui degradação,Chapada de Areia,1
Roça de toco,Pouco degradado,Muricilândia,1
Queimadas,Pouco degradado,Muricilândia,1
Uso de agrotóxicos,Pouco degradado,Muricilândia,1
Roça de toco,,Araguaçu,1
Plantio convencional,,Araguaçu,1
Aração,,Araguaçu,1
Gradagem,,Araguaçu,1
Aração,,Ananás,1
Gradagem,,Ananás,1
Plantio convencional,Não possui degradação,Palmeiras do Tocantins,1
Aração,Não possui degradação,Palmeiras do Tocantins,1
Gradagem,Não possui degradação,Palmeiras do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Palmeiras do Tocantins,1
Aração,,Novo Acordo,1
Gradagem,,Novo Acordo,1
Aração,Pouco degradado,Pium,1
Gradagem,Pouco degradado,Pium,1
Roça de toco,Não possui degradação,Araguatins,1
Plantio convencional,Não possui degradação,Araguatins,1
Aração,Não possui degradação,Araguatins,1
Gradagem,Não possui degradação,Araguatins,1
Queimadas,Não possui degradação,Araguatins,1
Monocultura,Não possui degradação,Araguatins,1
Uso de agrotóxicos,Não possui degradação,Araguatins,1
Roça de toco,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Pastagem nativa,Não possui degradação,Dianópolis,1
Uso de agrotóxicos,Não possui degradação,Dianópolis,1
Não usa,,Monte Santo do Tocantins,1
Plantio convencional,Degradação Média,Filadélfia,1
Aração,Degradação Média,Filadélfia,1
Gradagem,Degradação Média,Filadélfia,1
Não usa,Degradação Média,Filadélfia,1
Roça de toco,Degradação Média,Nova Rosalândia,1
Plantio convencional,Degradação Média,Nova Rosalândia,1
Aração,Degradação Média,Nova Rosalândia,1
Gradagem,Degradação Média,Nova Rosalândia,1
Roça de toco,,Pedro Afonso,1
Aração,,Pedro Afonso,1
Gradagem,,Pedro Afonso,1
Queimadas,,Pedro Afonso,1
Pastagem nativa,,Pedro Afonso,1
Aração,Pouco degradado,Santa Maria do Tocantins,1
Gradagem,Pouco degradado,Santa Maria do Tocantins,1
Pastagem nativa,Pouco degradado,Santa Maria do Tocantins,1
Uso de agrotóxicos,,Sítio Novo do Tocantins,1
Plantio convencional,,dois Irmãos do Tocantins,1
Aração,,dois Irmãos do Tocantins,1
Gradagem,,dois Irmãos do Tocantins,1
Monocultura,,dois Irmãos do Tocantins,1
Uso de agrotóxicos,,dois Irmãos do Tocantins,1
Aração,,Santa Maria do Tocantins,1
Gradagem,,Santa Maria do Tocantins,1
Pastagem nativa,,Santa Maria do Tocantins,1
Aração,Não possui degradação,Bom Jesus do Tocantins,1
Gradagem,Não possui degradação,Bom Jesus do Tocantins,1
Pastagem nativa,Não possui degradação,Bom Jesus do Tocantins,1
Plantio convencional,Pouco degradado,Araguaína,1
Monocultura,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Uso de agrotóxicos,,Sítio Novo do Tocantins,1
Não usa,,Caseara,1
Aração,Não possui degradação,Palmeiras do Tocantins,1
Gradagem,Não possui degradação,Palmeiras do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Palmeiras do Tocantins,1
Roça de toco,,Tupirama,1
Aração,,Tupirama,1
Gradagem,,Tupirama,1
Plantio convencional,,Fátima,1
Aração,,Fátima,1
Gradagem,,Fátima,1
Aração,Não possui degradação,,1
Gradagem,Não possui degradação,,1
Uso de agrotóxicos,Não possui degradação,,1
Roça de toco,,Tocantínia,1
Plantio convencional,Pouco degradado,dois Irmãos do Tocantins,1
Aração,Pouco degradado,dois Irmãos do Tocantins,1
Gradagem,Pouco degradado,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Pouco degradado,dois Irmãos do Tocantins,1
Aração,Não possui degradação,Cristalândia,1
Gradagem,Não possui degradação,Cristalândia,1
Uso de agrotóxicos,Não possui degradação,Cristalândia,1
Plantio convencional,Não possui degradação,Rio Sono,1
Aração,Não possui degradação,Rio Sono,1
Gradagem,Não possui degradação,Rio Sono,1
Pastagem nativa,Não possui degradação,Rio Sono,1
Não usa,Não possui degradação,Rio Sono,1
Monocultura,Degradação Média,Marianópolis do Tocantins,1
Roça de toco,Não possui degradação,Paranã,1
Plantio convencional,Não possui degradação,Paranã,1
Aração,Não possui degradação,Paranã,1
Gradagem,Não possui degradação,Paranã,1
Não usa,Não possui degradação,Caseara,1
Roça de toco,,Ananás,1
Aração,,Ananás,1
Gradagem,,Ananás,1
Uso de agrotóxicos,,Ananás,1
Plantio convencional,Pouco degradado,Silvanópolis,1
Aração,Pouco degradado,Silvanópolis,1
Gradagem,Pouco degradado,Silvanópolis,1
Pastagem nativa,Pouco degradado,Silvanópolis,1
Uso de agrotóxicos,Pouco degradado,Silvanópolis,1
Roça de toco,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Pastagem nativa,,Nova Olinda,1
Aração,Pouco degradado,Santa Maria do Tocantins,1
Gradagem,Pouco degradado,Santa Maria do Tocantins,1
Pastagem nativa,Pouco degradado,Santa Maria do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Santa Maria do Tocantins,1
Roça de toco,,Nova Olinda,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Pastagem nativa,,Nova Olinda,1
Não usa,,Nova Olinda,1
Não usa,Não possui degradação,Dianópolis,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Queimadas,,Nova Olinda,1
Pastagem nativa,,Nova Olinda,1
Uso de agrotóxicos,,Nova Olinda,1
Aração,Degradação Média,Luzinópolis,1
Gradagem,Degradação Média,Luzinópolis,1
Uso de agrotóxicos,Degradação Média,Luzinópolis,1
Uso de agrotóxicos,Não possui degradação,Pium,1
Aração,Não possui degradação,Carmolândia,1
Gradagem,Não possui degradação,Carmolândia,1
Roça de toco,,Babaçulândia,1
Plantio convencional,,Babaçulândia,1
Aração,,Babaçulândia,1
Gradagem,,Babaçulândia,1
Plantio convencional,,Palmeirópolis,1
Aração,,Palmeirópolis,1
Gradagem,,Palmeirópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Uso de agrotóxicos,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Marianópolis do Tocantins,1
Aração,Não possui degradação,Marianópolis do Tocantins,1
Gradagem,Não possui degradação,Marianópolis do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Marianópolis do Tocantins,1
Aração,Pouco degradado,Araguaína,1
Gradagem,Pouco degradado,Araguaína,1
Monocultura,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Plantio convencional,,Palmas,1
Aração,,Palmas,1
Gradagem,,Palmas,1
Pastagem nativa,,Palmas,1
Uso de agrotóxicos,,Palmas,1
Aração,,Angico,1
Gradagem,,Angico,1
Pastagem nativa,,Angico,1
Uso de agrotóxicos,,Angico,1
Plantio convencional,,Palmas,1
Aração,,Palmas,1
Gradagem,,Palmas,1
Pastagem nativa,,Palmas,1
Plantio convencional,Degradação Média,Nova Olinda,1
Aração,Degradação Média,Nova Olinda,1
Gradagem,Degradação Média,Nova Olinda,1
Pastagem nativa,Degradação Média,Nova Olinda,1
Monocultura,Degradação Média,Nova Olinda,1
Plantio convencional,Não possui degradação,dois Irmãos do Tocantins,1
Aração,Não possui degradação,dois Irmãos do Tocantins,1
Gradagem,Não possui degradação,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Não possui degradação,dois Irmãos do Tocantins,1
Plantio convencional,Não possui degradação,Itaguatins,1
Aração,Não possui degradação,Itaguatins,1
Gradagem,Não possui degradação,Itaguatins,1
Pastagem nativa,Não possui degradação,Itaguatins,1
Aração,Não possui degradação,Wanderlândia,1
Gradagem,Não possui degradação,Wanderlândia,1
